nh,year,villid,thanaid,agehead,sexhead,educhead,famsize,hhland,hhasset,expfd,expnfd,exptot,dmmfd,dfmfd,weight,vaccess,pcirr,rice,wheat,milk,potato,egg,oil,lexptot,lnland,vill,progvillf,progvillm,ps98,blockf1,ps99,blockf2,comsup,_pscore,_treated,_support,_weight,_lexptot,_id,_n1,_nn,_pdif
193143,1,3,19,62,1,0,9,63,45315,2785.521973,565.4050293,3350.927002,0,1,0.607857168,0,0.100000001,9.92466259,8.120178223,10.82690525,6.715836048,2.030044556,40.60089493,8.117290497,0.488580018,193,1,0,0.392536325,2,0.078752169,1,1,0.392536325,Treated,On support,1,8.050023079,766,297,1,0.003864915
194013,1,4,19,37,1,4,6,106,200348.4844,4237.831055,1783.056152,6020.887207,0,1,0.125,1,0.110238098,9.811882973,8.120178223,9.473542213,6.639520168,1.691703916,37.89416885,8.703155518,0.72270596,194,1,1,0.258189808,2,0.136925041,2,1,0.258189808,Treated,On support,1,8.689685822,598,97,1,0.001103953
194015,1,4,19,55,1,5,4,190,307788.625,3718.026855,1691.365723,5409.392578,0,0,2.349999905,1,0.110238098,9.811882973,8.120178223,9.473542213,6.639520168,1.691703916,37.89416885,8.596076965,1.064710736,194,1,1,0.208276799,2,0.104037786,2,1,0.208276799,Untreated,On support,1,,60,,0,
194023,1,4,19,50,0,0,2,66,95713.22656,4907.294434,401.6108398,5308.905273,0,1,0.125,1,0.110238098,9.811882973,8.120178223,9.473542213,6.639520168,1.691703916,37.89416885,8.577329636,0.506817579,194,1,1,0.348014531,2,0.020186767,1,1,0.348014531,Treated,On support,1,8.229534149,676,207,1,0.00382332
194025,1,4,19,50,1,4,4,240,295838.4063,6530.653809,654.0126953,7184.666504,0,0,2.349999905,1,0.110238098,9.811882973,8.120178223,9.473542213,6.639520168,1.691703916,37.89416885,8.879843712,1.223775387,194,1,1,0.23767081,2,0.09514542,1,1,0.23767081,Untreated,On support,1,,79,,0,
194034,1,4,19,42,1,0,6,60,98853.02344,2605.900635,322.7770996,2928.677734,0,0,2.275000095,1,0.110238098,9.811882973,8.120178223,9.473542213,6.639520168,1.691703916,37.89416885,7.982647896,0.470003635,194,1,1,0.352231375,2,0.137211236,2,1,0.352231375,Untreated,On support,1,,208,,0,
194053,1,4,19,45,1,9,5,540,770283.5625,4352.009766,2207.064453,6559.074219,0,1,0.125,1,0.110238098,9.811882973,8.120178223,9.473542213,6.639520168,1.691703916,37.89416885,8.788757324,1.85629797,194,1,1,0.145234214,1,0.077544808,1,1,0.145234214,Treated,On support,1,8.181564331,540,24,1,0.003810807
194054,1,4,19,45,1,0,6,30,72587.63281,3432.354492,293.4541016,3725.808594,0,1,2.275000095,1,0.110238098,9.811882973,8.120178223,9.473542213,6.639520168,1.691703916,37.89416885,8.22330761,0.262364268,194,1,1,0.346688942,2,0.150419993,2,1,0.346688942,Treated,On support,1,8.973148346,674,205,1,0.004628807
194073,1,4,19,70,1,2,2,100,187914.4844,4808.499023,667.2080078,5475.707031,0,1,0.125,1,0.110238098,9.811882973,8.120178223,9.473542213,6.639520168,1.691703916,37.89416885,8.608259201,0.693147182,194,1,1,0.252598438,2,0.107740029,2,1,0.252598438,Treated,On support,1,8.740992546,596,95,1,0.00456822
194093,1,4,19,50,1,3,8,580,590012.1875,4966.842773,733.3535156,5700.196289,0,1,0.125,1,0.110238098,9.811882973,8.120178223,9.473542213,6.639520168,1.691703916,37.89416885,8.648431778,1.916922569,194,1,1,0.261031581,2,0.05967428,1,1,0.261031581,Treated,On support,1,8.294575691,602,101,1,0.000111365
194103,1,4,19,30,1,5,3,90,155961.5469,3669.869629,409.8435059,4079.713135,0,1,0.125,1,0.110238098,9.811882973,8.120178223,9.473542213,6.639520168,1.691703916,37.89416885,8.314026833,0.641853869,194,1,1,0.245837208,2,0.152637218,2,1,0.245837208,Treated,On support,1,8.480210304,589,88,1,0.001051714
194113,1,4,19,30,1,9,13,650,564995.25,3749.856934,854.9609375,4604.817871,1,1,0.125,1,0.110238098,9.811882973,8.120178223,9.473542213,6.639520168,1.691703916,37.89416885,8.43507576,2.014903069,194,1,1,0.162992171,1,0.077897901,1,1,0.162992171,Treated,On support,1,10.1465683,545,32,1,0.002212577
194123,1,4,19,40,1,3,9,11,29875.49023,2211.996826,402.3999023,2614.396729,0,1,0.125,1,0.110238098,9.811882973,8.120178223,9.473542213,6.639520168,1.691703916,37.89416885,7.869171143,0.104360014,194,1,1,0.277507634,2,0.180132839,2,1,0.277507634,Treated,On support,1,10.06185532,614,118,1,0.002896102
194133,1,4,19,28,1,5,2,16,46420.35938,6344.566406,2606.577148,8951.143555,0,1,0.125,1,0.110238098,9.811882973,8.120178223,9.473542213,6.639520168,1.691703916,37.89416885,9.099648476,0.148420006,194,1,1,0.248991508,2,0.196855361,2,1,0.248991508,Treated,On support,1,9.21821785,591,90,1,0.002155383
194143,1,4,19,45,1,5,9,151,286270.125,4953.008301,866.9042969,5819.912598,0,1,0.125,1,0.110238098,9.811882973,8.120178223,9.473542213,6.639520168,1.691703916,37.89416885,8.669212341,0.920282781,194,1,1,0.222878382,2,0.120265815,2,1,0.222878382,Treated,On support,1,8.053740501,574,72,1,0.004145033
201023,1,1,20,50,1,0,2,1,11990,3446.339111,694.2751465,4140.614258,0,1,0.581597209,1,0.899999976,7.669057369,7.443497181,8.120178223,5.189509869,1.691703916,35.18743896,8.328841209,0.00995033,201,1,1,0.381587753,2,0.140574103,2,1,0.381587753,Treated,On support,1,9.160960197,739,270,1,0.005971699
201025,1,1,20,25,1,0,3,12.5,15705.7793,2166.283203,558.262207,2724.54541,0,0,2.326388836,1,0.899999976,7.669057369,7.443497181,8.120178223,5.189509869,1.691703916,35.18743896,7.910423756,0.117783032,201,1,1,0.429932267,3,0.153533197,2,1,0.429932267,Untreated,On support,1,,367,,0,
201053,1,1,20,55,1,0,5,1,2010,2004.872192,390.5804443,2395.452637,0,1,0.581597209,1,0.899999976,7.669057369,7.443497181,8.120178223,5.189509869,1.691703916,35.18743896,7.781744957,0.00995033,201,1,1,0.372111258,2,0.136491306,2,1,0.372111258,Treated,On support,1,9.327270508,714,245,1,0.003037335
201054,1,1,20,33,1,0,3,3,17410,2436.053711,435.3317871,2871.385498,1,0,1.208333373,1,0.899999976,7.669057369,7.443497181,8.120178223,5.189509869,1.691703916,35.18743896,7.962898254,0.029558802,201,1,1,0.414309928,3,0.153514232,2,1,0.414309928,Untreated,On support,1,,339,,0,
201063,1,1,20,32,0,0,2,12.5,12856.94922,2391.392578,1740.763184,4132.155762,0,0,0.581597209,1,0.899999976,7.669057369,7.443497181,8.120178223,5.189509869,1.691703916,35.18743896,8.326796532,0.117783032,201,1,1,0.427422877,3,0.024859613,1,1,0.427422877,Untreated,On support,1,,361,,0,
201093,1,1,20,32,1,0,3,3,4398.430176,2402.219482,577.6604004,2979.879883,0,0,0.581597209,1,0.899999976,7.669057369,7.443497181,8.120178223,5.189509869,1.691703916,35.18743896,7.999973774,0.029558802,201,1,1,0.416255854,3,0.154390822,2,1,0.416255854,Untreated,On support,1,,341,,0,
201103,1,1,20,45,1,0,5,1,7250,1539.585815,316.6870117,1856.272827,1,0,0.581597209,1,0.899999976,7.669057369,7.443497181,8.120178223,5.189509869,1.691703916,35.18743896,7.526864529,0.00995033,201,1,1,0.391135765,2,0.144739012,2,1,0.391135765,Untreated,On support,1,,283,,0,
201113,1,1,20,46,1,0,7,1,5600,2692.805908,773.3503418,3466.15625,1,0,0.581597209,1,0.899999976,7.669057369,7.443497181,8.120178223,5.189509869,1.691703916,35.18743896,8.151089668,0.00995033,201,1,1,0.389220701,2,0.143899451,2,1,0.389220701,Untreated,On support,1,,274,,0,
201123,1,1,20,42,1,4,2,1,4275,3604.682617,879.6860352,4484.368652,1,0,0.581597209,1,0.899999976,7.669057369,7.443497181,8.120178223,5.189509869,1.691703916,35.18743896,8.408576012,0.00995033,201,1,1,0.289114165,2,0.162676512,2,1,0.289114165,Untreated,On support,1,,132,,0,
201153,1,1,20,36,1,5,4,5,12491.54199,2057.450195,548.9580078,2606.408203,1,0,0.581597209,1,0.899999976,7.669057369,7.443497181,8.120178223,5.189509869,1.691703916,35.18743896,7.866111755,0.048790164,201,1,1,0.274360759,2,0.168991408,2,1,0.274360759,Untreated,On support,1,,114,,0,
201193,1,1,20,45,1,0,5,113.5,184869.4063,3287.04834,1269.45459,4556.50293,0,1,0.581597209,1,0.899999976,7.669057369,7.443497181,8.120178223,5.189509869,1.691703916,35.18743896,8.424530029,0.758466661,201,1,1,0.391135765,2,0.095199713,1,1,0.391135765,Treated,On support,1,8.719161987,762,293,1,0.00492996
201203,1,1,20,50,1,0,6,67.5,82413.04688,2282.672363,1757.68042,4040.352783,0,1,0.581597209,1,0.899999976,7.669057369,7.443497181,8.120178223,5.189509869,1.691703916,35.18743896,8.304334641,0.515813172,201,1,1,0.381587753,2,0.106237747,2,1,0.381587753,Treated,On support,1,9.265292168,740,271,1,0.006067118
202013,1,2,20,46,1,0,4,5,44910,3197.320313,3544.119629,6741.439941,0,1,0.230654746,1,0.889999986,10.37578392,6.766815662,9.473542213,7.021101475,2.030044556,43.307621,8.816177368,0.048790164,202,1,1,0.528472683,3,0.118946232,2,1,0.528472683,Treated,On support,1,10.02348328,1046,36,1,0.358870311
202025,1,2,20,40,0,0,6,7,8593.855469,1596.517334,530.8566895,2127.374023,0,0,2.5,1,0.889999986,10.37578392,6.766815662,9.473542213,7.021101475,2.030044556,43.307621,7.663113594,0.067658648,202,1,1,0.551684081,3,0.01878512,1,1,0.551684081,Untreated,On support,1,,506,,0,
202033,1,2,20,28,1,0,2,1,3552.578369,3701.447998,730.8161621,4432.26416,0,0,0.230654746,1,0.889999986,10.37578392,6.766815662,9.473542213,7.021101475,2.030044556,43.307621,8.396891594,0.00995033,202,1,1,0.564056961,3,0.13549673,2,1,0.564056961,Untreated,On support,1,,512,,0,
202043,1,2,20,25,1,9,3,74,83502.50781,2250.19165,3299.950439,5550.14209,0,0,0.230654746,1,0.889999986,10.37578392,6.766815662,9.473542213,7.021101475,2.030044556,43.307621,8.621759415,0.553885102,202,1,1,0.313276533,2,0.130090654,2,1,0.313276533,Untreated,On support,1,,156,,0,
202053,1,2,20,54,0,0,4,1,5210,4794.626953,1163.892578,5958.519531,0,1,0.230654746,1,0.889999986,10.37578392,6.766815662,9.473542213,7.021101475,2.030044556,43.307621,8.692745209,0.00995033,202,1,1,0.523941261,3,0.017344862,1,1,0.523941261,Treated,On support,1,9.418868065,1041,44,1,0.344137602
202063,1,2,20,44,1,0,8,1,8700,2680.674072,1252.030029,3932.704102,0,1,0.230654746,1,0.889999986,10.37578392,6.766815662,9.473542213,7.021101475,2.030044556,43.307621,8.277337074,0.00995033,202,1,1,0.532443036,3,0.123044474,2,1,0.532443036,Treated,On support,1,9.521711349,1051,19,1,0.394481431
202073,1,2,20,44,1,0,5,30,32940,1733.928711,673.7043457,2407.633057,0,1,0.230654746,1,0.889999986,10.37578392,6.766815662,9.473542213,7.021101475,2.030044556,43.307621,7.78681469,0.262364268,202,1,1,0.532443036,3,0.106703718,2,1,0.532443036,Treated,On support,1,9.139485359,1052,18,1,0.394799125
202083,1,2,20,57,1,0,3,15,17775,3669.869629,703.7490234,4373.618652,0,1,0.230654746,1,0.889999986,10.37578392,6.766815662,9.473542213,7.021101475,2.030044556,43.307621,8.383574486,0.13976194,202,1,1,0.506595706,3,0.105409143,2,1,0.506595706,Treated,On support,1,8.558888435,1017,145,1,0.204902302
202093,1,2,20,62,1,0,5,5,23050,2387.603027,470.5644531,2858.16748,0,1,0.230654746,1,0.889999986,10.37578392,6.766815662,9.473542213,7.021101475,2.030044556,43.307621,7.958285809,0.048790164,202,1,1,0.496641095,3,0.107599669,2,1,0.496641095,Treated,On support,1,8.380734444,1005,168,1,0.176131404
202103,1,2,20,52,1,0,5,5,13700,2644.742188,1626.742188,4271.484375,0,1,0.230654746,1,0.889999986,10.37578392,6.766815662,9.473542213,7.021101475,2.030044556,43.307621,8.359951019,0.048790164,202,1,1,0.516546211,3,0.114596087,2,1,0.516546211,Treated,On support,1,8.738880157,1028,123,1,0.233624621
202113,1,2,20,38,1,0,4,1,2680,2118.689941,488.0566406,2606.746582,0,1,0.230654746,1,0.889999986,10.37578392,6.766815662,9.473542213,7.021101475,2.030044556,43.307621,7.866241932,0.00995033,202,1,1,0.544333178,3,0.127616624,2,1,0.544333178,Treated,On support,1,8.794893265,1060,10,1,0.426035879
202153,1,2,20,50,1,0,5,31,31384.49023,2705.102295,496.0075684,3201.109863,0,1,0.230654746,1,0.889999986,10.37578392,6.766815662,9.473542213,7.021101475,2.030044556,43.307621,8.071565628,0.270027131,202,1,1,0.520523876,3,0.102223658,2,1,0.520523876,Treated,On support,1,9.259618759,1037,50,1,0.332619152
202163,1,2,20,35,0,0,2,6,9331.438477,1898.768433,1654.48645,3553.254883,0,1,0.230654746,1,0.889999986,10.37578392,6.766815662,9.473542213,7.021101475,2.030044556,43.307621,8.175900459,0.058268908,202,1,1,0.561538368,3,0.01979992,1,1,0.561538368,Treated,Off support,,,1083,,0,
202213,1,2,20,38,0,0,6,1,4168.358398,3120.404297,609.5771484,3729.981445,1,1,0.230654746,1,0.889999986,10.37578392,6.766815662,9.473542213,7.021101475,2.030044556,43.307621,8.22442627,0.00995033,202,1,1,0.555629973,3,0.020044145,1,1,0.555629973,Treated,Off support,,,1078,,0,
202223,1,2,20,64,1,0,4,7,16125.32227,2613.344238,1369.434326,3982.778564,1,1,0.230654746,1,0.889999986,10.37578392,6.766815662,9.473542213,7.021101475,2.030044556,43.307621,8.289985657,0.067658648,202,1,1,0.492659489,3,0.105086385,2,1,0.492659489,Treated,On support,1,7.993730545,998,529,1,0.127411135
203015,1,3,20,30,1,0,2,1,5860.062012,3925.429688,930.4370117,4855.866699,0,0,2.24358964,1,0.800000012,12.40582848,8.120178223,8.120178223,8.394795418,2.030044556,43.307621,8.488148689,0.00995033,203,1,1,0.581560179,3,0.22193938,3,1,0.581560179,Untreated,On support,1,,522,,0,
203024,1,3,20,65,1,5,6,252,215902.0313,4830.152832,11105.47266,15935.625,0,0,1.461538434,1,0.800000012,12.40582848,8.120178223,8.120178223,8.394795418,2.030044556,43.307621,9.676375389,1.258460999,203,1,1,0.368050866,2,0.109091127,2,1,0.368050866,Untreated,On support,1,,231,,0,
203025,1,3,20,33,1,8,6,478,567025.3125,4418.053711,5190.147461,9608.201172,0,0,2.24358964,1,0.800000012,12.40582848,8.120178223,8.120178223,8.394795418,2.030044556,43.307621,9.17047596,1.75440371,203,1,1,0.34521986,2,0.109281407,2,1,0.34521986,Untreated,On support,1,,199,,0,
203034,1,3,20,28,1,0,3,1,2794.694824,2859.205322,2141.697021,5000.902344,0,0,1.461538434,1,0.800000012,12.40582848,8.120178223,8.120178223,8.394795418,2.030044556,43.307621,8.517573357,0.00995033,203,1,1,0.585454583,3,0.224144888,3,1,0.585454583,Untreated,On support,1,,523,,0,
203044,1,3,20,32,1,0,5,1,3830.017822,2159.155518,351.1977539,2510.353271,0,0,1.461538434,1,0.800000012,12.40582848,8.120178223,8.120178223,8.394795418,2.030044556,43.307621,7.828577042,0.00995033,203,1,1,0.577657763,3,0.219746317,3,1,0.577657763,Untreated,On support,1,,520,,0,
203045,1,3,20,57,1,10,6,188,218581.6875,4455.722168,1896.400391,6352.122559,0,0,2.24358964,1,0.800000012,12.40582848,8.120178223,8.120178223,8.394795418,2.030044556,43.307621,8.756701469,1.057790279,203,1,1,0.252920447,2,0.145958534,2,1,0.252920447,Untreated,On support,1,,93,,0,
203073,1,3,20,55,1,0,6,3,11630,1943.880615,481.0078125,2424.888428,0,1,0.49679485,1,0.800000012,12.40582848,8.120178223,8.120178223,8.394795418,2.030044556,43.307621,7.793952942,0.029558802,203,1,1,0.53232658,3,0.193631031,2,1,0.53232658,Treated,On support,1,8.838163376,1050,28,1,0.374258958
203083,1,3,20,40,1,0,3,2,21250,3775.432129,890.9638672,4666.395996,0,1,0.49679485,1,0.800000012,12.40582848,8.120178223,8.120178223,8.394795418,2.030044556,43.307621,8.448356628,0.019802628,203,1,1,0.561975482,3,0.210148958,3,1,0.561975482,Treated,Off support,,,1084,,0,
203093,1,3,20,60,1,2,3,3,6405,5928.632324,1972.526855,7901.15918,0,1,0.49679485,1,0.800000012,12.40582848,8.120178223,8.120178223,8.394795418,2.030044556,43.307621,8.974891663,0.029558802,203,1,1,0.463695854,3,0.197457687,2,1,0.463695854,Treated,On support,1,8.538996696,942,473,1,0.038094863
203103,1,3,20,45,1,0,4,1,2775,2670.862061,4292.529297,6963.391602,0,1,0.49679485,1,0.800000012,12.40582848,8.120178223,8.120178223,8.394795418,2.030044556,43.307621,8.848565102,0.00995033,203,1,1,0.552122757,3,0.205797971,3,1,0.552122757,Treated,Off support,,,1072,,0,
203123,1,3,20,40,1,8,4,3,22250,4100.69043,1512.383301,5613.07373,1,1,0.49679485,1,0.800000012,12.40582848,8.120178223,8.120178223,8.394795418,2.030044556,43.307621,8.633031845,0.029558802,203,1,1,0.332437243,2,0.248304319,3,1,0.332437243,Treated,On support,1,9.77664566,653,184,1,0.004288719
203133,1,3,20,38,1,0,5,6,17999.72852,3133.306152,678.0349121,3811.341064,0,1,0.49679485,1,0.800000012,12.40582848,8.120178223,8.120178223,8.394795418,2.030044556,43.307621,8.245998383,0.058268908,203,1,1,0.56590619,3,0.208577109,3,1,0.56590619,Treated,Off support,,,1088,,0,
203163,1,3,20,44,0,0,4,19,34862.63281,3149.952637,666.0239258,3815.976563,0,1,0.49679485,1,0.800000012,12.40582848,8.120178223,8.120178223,8.394795418,2.030044556,43.307621,8.247214317,0.17395331,203,1,1,0.565354507,3,0.036944032,1,1,0.565354507,Treated,Off support,,,1087,,0,
211013,1,1,21,42,1,9,6,80,78450,3800.243652,1808.995117,5609.23877,1,0,0.213333338,1,0.829999983,14.21031284,6.766815662,8.120178223,9.615856171,2.030044556,37.89416885,8.632349014,0.587786674,211,1,1,0.289951438,2,0.302891544,3,1,0.289951438,Untreated,On support,1,,133,,0,
211014,1,1,21,28,1,0,5,5,14149.41113,3961.293701,1096.224365,5057.518066,0,0,1.407999992,1,0.829999983,14.21031284,6.766815662,8.120178223,9.615856171,2.030044556,37.89416885,8.528828621,0.048790164,211,1,1,0.571094833,3,0.333689412,3,1,0.571094833,Untreated,On support,1,,515,,0,
211015,1,1,21,63,1,0,5,186,122020,3673.568604,1435.647705,5109.216309,1,0,3.46666646,1,0.829999983,14.21031284,6.766815662,8.120178223,9.615856171,2.030044556,37.89416885,8.538996696,1.050821662,211,1,1,0.501790717,3,0.185679809,2,1,0.501790717,Untreated,On support,1,,473,,0,
211023,1,1,21,64,1,6,13,15,20420,3428.172852,1179.508301,4607.681152,1,0,0.213333338,1,0.829999983,14.21031284,6.766815662,8.120178223,9.615856171,2.030044556,37.89416885,8.435696602,0.13976194,211,1,1,0.32910655,2,0.309883784,3,1,0.32910655,Untreated,On support,1,,175,,0,
211024,1,1,21,63,1,2,4,17,21360,3800.243652,1112.633789,4912.877441,0,1,1.407999992,1,0.829999983,14.21031284,6.766815662,8.120178223,9.615856171,2.030044556,37.89416885,8.499818802,0.157003745,211,1,1,0.443222283,3,0.286747797,3,1,0.443222283,Treated,On support,1,8.296199799,900,431,1,0.022079642
211033,1,1,21,33,1,6,4,5,32100,2934.767822,1431.858154,4366.625977,1,0,0.213333338,1,0.829999983,14.21031284,6.766815662,8.120178223,9.615856171,2.030044556,37.89416885,8.381975174,0.048790164,211,1,1,0.386799393,2,0.362708857,3,1,0.386799393,Untreated,On support,1,,269,,0,
211034,1,1,21,56,1,1,5,20,21011,3459.737305,1200.568359,4660.305664,0,1,1.407999992,1,0.829999983,14.21031284,6.766815662,8.120178223,9.615856171,2.030044556,37.89416885,8.447051048,0.182321563,211,1,1,0.486349577,3,0.287170177,3,1,0.486349577,Treated,On support,1,7.916183949,987,518,1,0.090303846
211043,1,1,21,31,1,0,4,2,2840,3184.463379,2318.47998,5502.943359,1,0,0.213333338,1,0.829999983,14.21031284,6.766815662,8.120178223,9.615856171,2.030044556,37.89416885,8.613220215,0.019802628,211,1,1,0.56520929,3,0.333180684,3,1,0.56520929,Untreated,On support,1,,513,,0,
211053,1,1,21,44,1,0,5,8,12350,2357.558594,3981.594238,6339.152832,1,0,0.213333338,1,0.829999983,14.21031284,6.766815662,8.120178223,9.615856171,2.030044556,37.89416885,8.754657745,0.07696104,211,1,1,0.539554508,3,0.309141295,3,1,0.539554508,Untreated,On support,1,,495,,0,
211063,1,1,21,36,1,0,6,4,20170,2140.569336,3619.118652,5759.687988,1,0,0.213333338,1,0.829999983,14.21031284,6.766815662,8.120178223,9.615856171,2.030044556,37.89416885,8.658812523,0.039220713,211,1,1,0.555368498,3,0.32415462,3,1,0.555368498,Untreated,On support,1,,508,,0,
211113,1,1,21,35,1,2,4,54,88848.28906,3093.111328,1201.786621,4294.897949,1,0,0.213333338,1,0.829999983,14.21031284,6.766815662,8.120178223,9.615856171,2.030044556,37.89416885,8.365415573,0.431782424,211,1,1,0.498776967,3,0.290725421,3,1,0.498776967,Untreated,On support,1,,469,,0,
211123,1,1,21,26,1,0,2,10,20828.25781,5522.397949,1424.415039,6946.812988,0,0,0.213333338,1,0.829999983,14.21031284,6.766815662,8.120178223,9.615856171,2.030044556,37.89416885,8.84618187,0.095310181,211,1,1,0.575009848,3,0.330728203,3,1,0.575009848,Untreated,On support,1,,517,,0,
211133,1,1,21,42,1,0,5,16,34348.35547,3783.461914,1082.69043,4866.152344,1,0,0.213333338,1,0.829999983,14.21031284,6.766815662,8.120178223,9.615856171,2.030044556,37.89416885,8.490263939,0.148420006,211,1,1,0.543514871,3,0.30335522,3,1,0.543514871,Untreated,On support,1,,498,,0,
211143,1,1,21,38,1,0,6,11,29151.44141,2644.471436,425.7453613,3070.216797,0,0,0.213333338,1,0.829999983,14.21031284,6.766815662,8.120178223,9.615856171,2.030044556,37.89416885,8.029829025,0.104360014,211,1,1,0.551422254,3,0.313742311,3,1,0.551422254,Untreated,On support,1,,505,,0,
211163,1,1,21,28,1,0,3,6,16883.20508,3642.351074,2393.197266,6035.54834,0,0,0.213333338,1,0.829999983,14.21031284,6.766815662,8.120178223,9.615856171,2.030044556,37.89416885,8.705587387,0.058268908,211,1,1,0.571094833,3,0.332538009,3,1,0.571094833,Untreated,On support,1,,516,,0,
211173,1,1,21,56,1,0,6,2,5684.125,2087.788086,279.6950684,2367.483154,0,0,0.213333338,1,0.829999983,14.21031284,6.766815662,8.120178223,9.615856171,2.030044556,37.89416885,7.770005226,0.019802628,211,1,1,0.515723582,3,0.300303395,3,1,0.515723582,Untreated,On support,1,,482,,0,
211183,1,1,21,35,1,0,4,5,15841.11621,1907.565308,429.0159912,2336.581299,0,0,0.213333338,1,0.829999983,14.21031284,6.766815662,8.120178223,9.615856171,2.030044556,37.89416885,7.756872177,0.048790164,211,1,1,0.557339589,3,0.324333479,3,1,0.557339589,Untreated,On support,1,,509,,0,
212014,1,2,21,58,1,0,6,14,29428.88086,2497.857178,371.046875,2868.904053,0,0,1.518987298,0,0.850000024,12.40582848,5.413452625,12.18026829,8.394795418,2.030044556,43.307621,7.962033749,0.131028265,212,1,1,0.597901765,3,0.169291692,2,1,0.597901765,Untreated,On support,1,,525,,0,
212015,1,2,21,62,0,0,6,1491,2036114.5,6153.290527,3112.734863,9266.025391,0,0,2.025316238,0,0.850000024,12.40582848,5.413452625,12.18026829,8.394795418,2.030044556,43.307621,9.134217262,2.766947746,212,1,1,0.601217321,4,0.002822671,1,1,0.601217321,Untreated,On support,1,,526,,0,
212023,1,2,21,56,1,0,6,12,22970,3447.015869,812.5817871,4259.597656,0,1,0.527426124,0,0.850000024,12.40582848,5.413452625,12.18026829,8.394795418,2.030044556,43.307621,8.357164383,0.113328688,212,1,1,0.601758394,4,0.172670965,2,1,0.601758394,Treated,Off support,,,1114,,0,
212025,1,2,21,30,1,9,5,420,784487.0625,9268.913086,3879.821289,13148.73438,0,0,2.025316238,0,0.850000024,12.40582848,5.413452625,12.18026829,8.394795418,2.030044556,43.307621,9.484156609,1.648658633,212,1,1,0.39159636,2,0.112154219,2,1,0.39159636,Untreated,On support,1,,284,,0,
212034,1,2,21,42,1,5,4,14,36398.70313,3709.568359,806.0966797,4515.665039,0,0,1.518987298,0,0.850000024,12.40582848,5.413452625,12.18026829,8.394795418,2.030044556,43.307621,8.415529251,0.131028265,212,1,1,0.483862222,3,0.206960366,3,1,0.483862222,Untreated,On support,1,,453,,0,
212035,1,2,21,21,1,0,3,86,69200,3516.939697,706.4553223,4223.39502,1,0,2.025316238,0,0.850000024,12.40582848,5.413452625,12.18026829,8.394795418,2.030044556,43.307621,8.348630905,0.620576501,212,1,1,0.667338101,4,0.162598044,2,1,0.667338101,Untreated,On support,1,,534,,0,
212043,1,2,21,28,1,0,6,1,9500,3452.880371,657.1708984,4110.05127,0,1,0.527426124,0,0.850000024,12.40582848,5.413452625,12.18026829,8.394795418,2.030044556,43.307621,8.321434021,0.00995033,212,1,1,0.654552199,4,0.210222228,3,1,0.654552199,Treated,Off support,,,1126,,0,
212044,1,2,21,52,0,0,3,24,52540.94141,4889.700684,865.2504883,5754.951172,0,0,1.518987298,0,0.850000024,12.40582848,5.413452625,12.18026829,8.394795418,2.030044556,43.307621,8.657989502,0.215111375,212,1,1,0.620352221,4,0.030190403,1,1,0.620352221,Untreated,On support,1,,530,,0,
212053,1,2,21,34,1,2,4,2,11120,4187.305664,1376.539063,5563.844727,0,1,0.527426124,0,0.850000024,12.40582848,5.413452625,12.18026829,8.394795418,2.030044556,43.307621,8.624224663,0.019802628,212,1,1,0.587221239,3,0.212208457,3,1,0.587221239,Treated,Off support,,,1110,,0,
212063,1,2,21,31,1,0,4,1,7420,2829.882324,684.6325684,3514.514893,0,1,0.527426124,0,0.850000024,12.40582848,5.413452625,12.18026829,8.394795418,2.030044556,43.307621,8.164940834,0.00995033,212,1,1,0.649017006,4,0.207039624,3,1,0.649017006,Treated,Off support,,,1125,,0,
212073,1,2,21,28,1,0,4,4,18825,2914.467529,654.689209,3569.156738,0,1,0.527426124,0,0.850000024,12.40582848,5.413452625,12.18026829,8.394795418,2.030044556,43.307621,8.180364609,0.039220713,212,1,1,0.654552199,4,0.207412635,3,1,0.654552199,Treated,Off support,,,1127,,0,
212083,1,2,21,48,1,0,3,2,22472,1781.025879,650.0654297,2431.091309,0,1,0.527426124,0,0.850000024,12.40582848,5.413452625,12.18026829,8.394795418,2.030044556,43.307621,7.796506882,0.019802628,212,1,1,0.61708221,4,0.188659338,2,1,0.61708221,Treated,Off support,,,1120,,0,
212093,1,2,21,20,1,0,2,1,4550,4062.796143,1765.123779,5827.919922,0,1,0.527426124,0,0.850000024,12.40582848,5.413452625,12.18026829,8.394795418,2.030044556,43.307621,8.670586586,0.00995033,212,1,1,0.669149299,4,0.218848368,3,1,0.669149299,Treated,Off support,,,1129,,0,
212103,1,2,21,40,1,0,6,2,3300,3631.073242,822.1679688,4453.241211,0,1,0.527426124,0,0.850000024,12.40582848,5.413452625,12.18026829,8.394795418,2.030044556,43.307621,8.401612282,0.019802628,212,1,1,0.632224916,4,0.196750475,2,1,0.632224916,Treated,Off support,,,1123,,0,
212123,1,2,21,54,1,0,2,8,16750,6075.24707,823.8598633,6899.106934,0,1,0.527426124,0,0.850000024,12.40582848,5.413452625,12.18026829,8.394795418,2.030044556,43.307621,8.839292526,0.07696104,212,1,1,0.605605109,4,0.177712052,2,1,0.605605109,Treated,Off support,,,1117,,0,
